Stock,MSE,MAE,R2
AAPL,8.420756778127425,2.130106709476188,0.9948439312595455
TSLA,105.46350796515542,7.205433749311674,0.9814814221792513
MSFT,24.1216821477134,3.6286900251975376,0.9963109164665291
GOOGL,5.384530020849418,1.7209895956037498,0.9950249810427844
AMZN,10.801420723388977,2.404657726912406,0.990460624923344
NVDA,3.5106332013418924,1.0756356942868504,0.9980540426924402
